session_id,user_id,started_at,ended_at,duration_seconds,device_type,entry_page,campaign
sess_7315,user_513,2024-12-11T18:39:38,2024-12-11T19:20:22,2444,mobile,app,organic
sess_7316,user_944,2025-02-22T02:15:09,2025-02-22T05:05:46,10237,mobile,explore/tags,email
sess_7317,user_399,2025-02-19T09:11:33,2025-02-19T10:18:34,4021,mobile,blog,email
sess_7318,user_114,2024-02-07T00:37:59,2024-02-07T02:32:15,6856,desktop,category,organic
sess_7319,user_338,2025-07-24T02:26:24,2025-07-24T03:06:49,2425,mobile,tag/category/main,organic
sess_7320,user_466,2025-03-15T12:53:00,2025-03-15T13:56:52,3832,desktop,wp-content,fb_ads
sess_7321,user_794,2025-01-15T02:27:13,2025-01-15T02:43:01,948,mobile,tag/blog,
sess_7322,user_982,2024-10-10T17:14:04,2024-10-10T18:16:06,3722,mobile,posts/category,fb_ads
sess_7323,user_945,2024-06-03T12:35:20,2024-06-03T12:46:26,666,mobile,app/tag,email
sess_7324,user_699,2025-07-12T20:31:34,2025-07-12T21:12:57,2483,tablet,categories,
sess_7325,user_424,2024-08-13T11:09:06,2024-08-13T13:23:13,8047,tablet,main/tags/tag,
sess_7326,user_24,2024-07-16T14:32:22,2024-07-16T14:42:44,622,tablet,category/blog,email
sess_7327,user_633,2025-03-10T15:05:48,2025-03-10T17:28:41,8573,mobile,tags,google
sess_7328,user_992,2024-09-03T19:27:54,2024-09-03T20:57:39,5385,mobile,list,google
sess_7329,user_562,2024-11-03T15:47:05,2024-11-03T17:46:07,7142,desktop,categories,organic
sess_7330,user_486,2024-01-20T14:34:23,2024-01-20T15:48:32,4449,desktop,search/blog/wp-content,google
sess_7331,user_204,2024-06-27T00:18:23,2024-06-27T02:43:17,8694,desktop,main/explore,fb_ads
sess_7332,user_605,2024-09-02T11:57:14,2024-09-02T14:49:01,10307,mobile,blog,email
sess_7333,user_2,2025-04-11T07:39:03,2025-04-11T10:34:12,10509,mobile,app,fb_ads
sess_7334,user_76,2025-09-22T14:21:56,2025-09-22T15:08:01,2765,desktop,blog/posts,email
sess_7335,user_6,2025-07-27T03:42:52,2025-07-27T04:18:11,2119,mobile,explore/app/blog,email
sess_7336,user_820,2025-07-03T20:11:48,2025-07-03T20:14:54,186,mobile,list/categories/wp-content,
sess_7337,user_743,2024-02-24T04:15:09,2024-02-24T06:13:27,7098,desktop,wp-content,email
sess_7338,user_387,2025-09-07T16:43:59,2025-09-07T17:10:27,1588,mobile,search/app/posts,
sess_7339,user_875,2024-09-22T08:44:57,2024-09-22T10:18:40,5623,tablet,search,organic
sess_7340,user_309,2024-10-12T18:23:14,2024-10-12T18:57:29,2055,desktop,blog/list/wp-content,
sess_7341,user_704,2024-01-02T18:06:52,2024-01-02T19:52:55,6363,mobile,wp-content/explore/tag,
sess_7342,user_306,2025-06-05T04:57:54,2025-06-05T05:53:43,3349,mobile,blog,organic
sess_7343,user_834,2024-03-26T16:30:48,2024-03-26T17:37:35,4007,desktop,explore/main/posts,google
sess_7344,user_791,2025-07-23T19:36:15,2025-07-23T20:27:33,3078,mobile,posts/search/category,
sess_7345,user_975,2025-03-27T18:14:57,2025-03-27T19:36:53,4916,mobile,category/wp-content,google
sess_7346,user_271,2025-03-06T18:33:44,2025-03-06T19:00:09,1585,mobile,tag/app/app,fb_ads
sess_7347,user_156,2025-09-19T07:51:38,2025-09-19T10:35:23,9825,desktop,categories/tags/main,organic
sess_7348,user_472,2025-07-24T07:14:19,2025-07-24T08:33:38,4759,desktop,search,fb_ads
sess_7349,user_163,2024-12-25T14:06:18,2024-12-25T15:17:35,4277,mobile,main,organic
sess_7350,user_595,2025-07-19T22:26:26,2025-07-19T23:07:18,2452,desktop,tags/list,google
sess_7351,user_423,2024-11-01T09:43:40,2024-11-01T10:58:39,4499,mobile,categories/main,fb_ads
sess_7352,user_681,2024-12-19T07:00:41,2024-12-19T09:58:59,10698,desktop,explore,organic
sess_7353,user_425,2025-06-08T19:21:43,2025-06-08T21:06:44,6301,mobile,list,google
sess_7354,user_486,2025-04-17T23:03:06,2025-04-18T01:28:01,8695,mobile,blog,google
sess_7355,user_797,2024-10-19T17:04:04,2024-10-19T18:55:35,6691,desktop,tag/app/search,fb_ads
sess_7356,user_439,2025-04-21T16:30:04,2025-04-21T18:51:03,8459,mobile,wp-content/blog/explore,fb_ads
sess_7357,user_920,2024-06-26T04:12:18,2024-06-26T07:05:50,10412,mobile,posts/app,
sess_7358,user_261,2025-08-15T14:54:08,2025-08-15T17:01:42,7654,mobile,tag/main,google
sess_7359,user_577,2024-01-20T12:18:34,2024-01-20T12:30:36,722,mobile,wp-content/tag,email
sess_7360,user_917,2024-11-26T08:39:22,2024-11-26T10:01:27,4925,desktop,app/list/tags,email
sess_7361,user_685,2024-08-23T21:01:34,2024-08-23T22:55:32,6838,mobile,blog,email
sess_7362,user_162,2025-07-05T15:47:19,2025-07-05T18:43:26,10567,mobile,explore,email
sess_7363,user_606,2025-01-06T08:44:04,2025-01-06T11:28:32,9868,mobile,tags/posts,fb_ads
sess_7364,user_840,2024-11-14T12:30:19,2024-11-14T14:51:51,8492,mobile,categories/categories,
sess_7365,user_878,2025-08-31T10:50:06,2025-08-31T12:15:44,5138,mobile,categories/tag/posts,
sess_7366,user_842,2024-08-08T22:03:22,2024-08-08T23:45:58,6156,mobile,blog,fb_ads
sess_7367,user_89,2025-01-17T01:50:28,2025-01-17T02:50:14,3586,desktop,categories/tag/wp-content,
sess_7368,user_729,2025-01-24T10:54:32,2025-01-24T11:37:35,2583,mobile,tag/explore/app,google
sess_7369,user_623,2024-02-03T17:43:27,2024-02-03T20:22:39,9552,mobile,tag/explore/tag,
sess_7370,user_945,2024-12-09T17:24:33,2024-12-09T18:04:06,2373,mobile,tags/list,organic
sess_7371,user_773,2024-05-18T04:05:47,2024-05-18T04:57:17,3090,mobile,category,google
sess_7372,user_363,2025-06-07T04:40:25,2025-06-07T07:11:16,9051,mobile,blog,
sess_7373,user_457,2025-07-24T20:43:25,2025-07-24T23:21:57,9512,mobile,search/list/blog,google
sess_7374,user_61,2024-07-15T16:43:01,2024-07-15T17:50:01,4020,mobile,categories,email
sess_7375,user_689,2024-06-20T20:06:51,2024-06-20T20:30:45,1434,mobile,main/list/posts,
sess_7376,user_526,2024-05-20T07:03:56,2024-05-20T08:37:16,5600,desktop,app/tags,email
sess_7377,user_584,2024-11-30T19:51:09,2024-11-30T19:56:35,326,mobile,categories,email
sess_7378,user_703,2024-05-21T21:15:06,2024-05-21T23:50:12,9306,desktop,tags/posts/search,organic
sess_7379,user_112,2025-09-10T03:32:28,2025-09-10T04:31:46,3558,mobile,category/blog,email
sess_7380,user_672,2025-07-24T15:53:25,2025-07-24T16:30:07,2202,mobile,blog/main/tag,google
sess_7381,user_549,2025-07-24T17:26:44,2025-07-24T17:48:37,1313,desktop,app,organic
sess_7382,user_489,2024-12-16T16:27:43,2024-12-16T19:22:20,10477,tablet,main/posts/explore,google
sess_7383,user_452,2024-09-18T15:11:00,2024-09-18T17:36:36,8736,mobile,posts,fb_ads
sess_7384,user_241,2025-05-23T18:01:36,2025-05-23T18:09:39,483,mobile,wp-content/list/tags,fb_ads
sess_7385,user_20,2025-09-21T21:36:17,2025-09-22T00:02:11,8754,mobile,tags/blog/blog,fb_ads
sess_7386,user_460,2025-09-20T05:05:48,2025-09-20T05:29:25,1417,desktop,explore/blog,fb_ads
sess_7387,user_961,2025-07-20T19:49:15,2025-07-20T21:09:33,4818,mobile,tag,email
sess_7388,user_940,2025-02-20T06:29:26,2025-02-20T08:16:11,6405,mobile,search,email
sess_7389,user_9,2024-01-21T15:15:03,2024-01-21T16:58:58,6235,mobile,wp-content,email
sess_7390,user_68,2024-06-15T17:10:25,2024-06-15T17:12:19,114,tablet,app/list/list,google
sess_7391,user_108,2024-10-25T13:38:49,2024-10-25T15:09:00,5411,mobile,tags,google
sess_7392,user_637,2025-01-11T20:05:54,2025-01-11T21:39:49,5635,tablet,tags,google
sess_7393,user_470,2025-06-29T18:53:54,2025-06-29T21:37:07,9793,mobile,tag/tags/tags,organic
sess_7394,user_429,2025-05-10T05:08:57,2025-05-10T06:27:24,4707,mobile,category,
sess_7395,user_627,2025-04-11T05:57:53,2025-04-11T06:34:06,2173,mobile,posts/explore/tag,fb_ads
sess_7396,user_859,2025-08-31T22:43:18,2025-08-31T23:36:20,3182,mobile,app/explore/blog,email
sess_7397,user_92,2025-06-26T21:23:46,2025-06-26T23:34:51,7865,mobile,app,organic
sess_7398,user_954,2024-12-06T22:50:48,2024-12-06T23:17:08,1580,mobile,wp-content,fb_ads
sess_7399,user_162,2024-05-08T12:46:26,2024-05-08T15:10:28,8642,mobile,category/blog/explore,google
sess_7400,user_639,2024-02-24T05:39:15,2024-02-24T07:59:11,8396,mobile,search,fb_ads
sess_7401,user_581,2024-06-22T22:27:31,2024-06-22T22:49:05,1294,mobile,wp-content/blog/posts,
sess_7402,user_391,2024-12-30T21:51:02,2024-12-30T23:48:29,7047,desktop,search,email
sess_7403,user_240,2025-05-01T20:14:21,2025-05-01T21:02:04,2863,mobile,explore/search,
sess_7404,user_795,2024-10-16T15:23:09,2024-10-16T17:19:30,6981,mobile,app,fb_ads
sess_7405,user_589,2025-03-24T04:40:36,2025-03-24T06:01:02,4826,mobile,app/categories,organic
sess_7406,user_373,2024-07-06T02:43:27,2024-07-06T03:35:11,3104,mobile,list/search,google
sess_7407,user_536,2024-07-26T06:29:36,2024-07-26T08:58:07,8911,mobile,categories,organic
sess_7408,user_885,2025-01-21T23:49:38,2025-01-22T02:14:58,8720,mobile,posts,
sess_7409,user_389,2024-09-20T12:46:31,2024-09-20T13:46:45,3614,mobile,explore/main/category,google
sess_7410,user_995,2025-03-11T19:39:28,2025-03-11T20:48:22,4134,mobile,main/tags/search,
sess_7411,user_373,2024-06-12T08:51:44,2024-06-12T10:08:42,4618,mobile,list/list,fb_ads
sess_7412,user_694,2025-05-03T06:59:26,2025-05-03T07:59:54,3628,mobile,app,google
sess_7413,user_343,2025-02-28T01:03:14,2025-02-28T01:27:13,1439,mobile,categories/tags,fb_ads
sess_7414,user_858,2025-03-07T12:12:14,2025-03-07T12:15:26,192,mobile,posts,fb_ads
sess_7415,user_927,2024-11-16T03:49:18,2024-11-16T05:27:07,5869,mobile,list/posts/list,fb_ads
sess_7416,user_587,2024-02-16T12:57:29,2024-02-16T13:07:43,614,mobile,blog/categories/wp-content,email
sess_7417,user_862,2024-04-15T19:05:29,2024-04-15T21:33:00,8851,mobile,wp-content/tags,organic
sess_7418,user_419,2024-06-29T10:40:50,2024-06-29T11:56:00,4510,mobile,categories,organic
sess_7419,user_168,2024-12-12T18:32:01,2024-12-12T19:50:11,4690,desktop,wp-content/main,organic
sess_7420,user_132,2024-08-23T11:28:22,2024-08-23T11:59:10,1848,mobile,blog,email
sess_7421,user_975,2025-08-24T07:08:38,2025-08-24T09:41:19,9161,mobile,tags/blog,google
sess_7422,user_448,2024-06-19T21:47:53,2024-06-20T00:09:49,8516,mobile,posts/tag,fb_ads
sess_7423,user_97,2024-01-23T17:16:54,2024-01-23T18:49:51,5577,mobile,tags/list,google
sess_7424,user_454,2024-10-14T10:13:03,2024-10-14T12:45:39,9156,tablet,main/app,email
sess_7425,user_610,2025-06-16T04:54:38,2025-06-16T07:38:43,9845,mobile,posts/tags/search,email
sess_7426,user_999,2024-09-06T06:29:45,2024-09-06T09:26:25,10600,mobile,tags/wp-content,organic
sess_7427,user_879,2024-09-24T14:24:08,2024-09-24T17:19:19,10511,mobile,main/tag/explore,google
sess_7428,user_755,2024-12-18T20:04:42,2024-12-18T20:35:28,1846,desktop,wp-content,email
sess_7429,user_142,2025-09-18T16:04:52,2025-09-18T16:54:43,2991,mobile,tags/main,email
sess_7430,user_460,2025-09-12T16:20:38,2025-09-12T17:40:16,4778,mobile,search/blog,google
sess_7431,user_72,2024-09-02T07:37:51,2024-09-02T07:58:11,1220,mobile,tags/blog,fb_ads
sess_7432,user_571,2024-10-20T11:59:37,2024-10-20T14:11:44,7927,mobile,tag/list,google
sess_7433,user_451,2025-07-05T17:24:20,2025-07-05T19:53:56,8976,mobile,app/tags/category,fb_ads
sess_7434,user_891,2025-01-24T09:48:17,2025-01-24T11:21:49,5612,mobile,explore/category/category,
sess_7435,user_169,2024-10-06T21:24:34,2024-10-06T21:47:02,1348,mobile,tag/categories,organic
sess_7436,user_8,2025-06-02T13:01:36,2025-06-02T14:14:51,4395,mobile,list,
sess_7437,user_27,2025-05-16T10:12:54,2025-05-16T12:39:25,8791,mobile,explore,
sess_7438,user_47,2024-07-18T12:17:40,2024-07-18T13:57:47,6007,mobile,tags/category,fb_ads
sess_7439,user_213,2025-04-10T22:32:22,2025-04-10T23:41:28,4146,desktop,blog/category,
sess_7440,user_458,2024-10-25T14:27:54,2024-10-25T15:27:13,3559,mobile,list/categories,organic
sess_7441,user_482,2024-12-02T23:11:55,2024-12-03T00:24:00,4325,mobile,tags,fb_ads
sess_7442,user_590,2025-07-11T07:55:41,2025-07-11T09:31:34,5753,mobile,posts/app,fb_ads
sess_7443,user_364,2024-02-11T23:54:07,2024-02-12T00:41:10,2823,mobile,explore/app/app,organic
sess_7444,user_871,2024-11-17T05:31:34,2024-11-17T05:55:45,1451,mobile,main,email
sess_7445,user_989,2024-05-23T16:08:07,2024-05-23T16:32:32,1465,mobile,category,organic
sess_7446,user_134,2024-02-25T12:24:35,2024-02-25T15:13:50,10155,mobile,categories/app/search,
sess_7447,user_422,2024-06-04T16:48:02,2024-06-04T18:30:06,6124,mobile,app/app,google
sess_7448,user_472,2025-08-18T20:55:57,2025-08-18T21:24:44,1727,mobile,categories,
sess_7449,user_184,2024-11-20T15:30:24,2024-11-20T17:46:15,8151,desktop,posts/wp-content/blog,organic
sess_7450,user_831,2024-08-19T04:33:27,2024-08-19T07:29:52,10585,desktop,app,google
sess_7451,user_564,2024-04-04T15:16:01,2024-04-04T17:22:24,7583,mobile,tag/app,
sess_7452,user_168,2024-09-22T11:54:53,2024-09-22T13:05:22,4229,mobile,wp-content/app,email
sess_7453,user_719,2025-01-20T05:56:03,2025-01-20T08:35:50,9587,tablet,tags,
sess_7454,user_382,2024-09-16T21:49:11,2024-09-16T21:59:44,633,desktop,app,email
sess_7455,user_396,2024-01-16T03:12:49,2024-01-16T03:26:22,813,mobile,tag/blog/list,fb_ads
sess_7456,user_516,2024-04-28T23:57:49,2024-04-29T01:14:53,4624,mobile,wp-content/categories/posts,google
sess_7457,user_698,2025-04-20T13:11:51,2025-04-20T15:06:46,6895,mobile,categories/list,fb_ads
sess_7458,user_34,2025-09-01T23:39:10,2025-09-02T00:40:24,3674,mobile,posts/app/explore,google
sess_7459,user_396,2025-05-31T11:31:18,2025-05-31T13:57:55,8797,mobile,app,google
sess_7460,user_5,2024-06-06T13:52:26,2024-06-06T14:20:03,1657,mobile,category/app/category,
sess_7461,user_70,2024-01-19T18:29:50,2024-01-19T19:12:11,2541,mobile,search/main/explore,fb_ads
sess_7462,user_302,2025-02-01T18:19:09,2025-02-01T18:52:23,1994,desktop,main,fb_ads
sess_7463,user_277,2024-01-18T11:24:08,2024-01-18T12:41:43,4655,mobile,search/category,
sess_7464,user_988,2025-09-03T10:58:15,2025-09-03T11:04:53,398,mobile,wp-content,
sess_7465,user_727,2024-08-21T07:39:48,2024-08-21T10:06:21,8793,mobile,tag/tags/tag,google
sess_7466,user_453,2024-11-04T20:57:34,2024-11-04T21:26:11,1717,mobile,app/posts,
sess_7467,user_619,2024-08-20T01:30:19,2024-08-20T02:55:14,5095,mobile,posts/blog/tag,organic
sess_7468,user_26,2024-08-09T06:26:05,2024-08-09T07:15:06,2941,desktop,wp-content,email
sess_7469,user_267,2025-02-09T22:08:28,2025-02-09T22:10:27,119,mobile,list/list,fb_ads
sess_7470,user_819,2025-09-05T11:53:04,2025-09-05T12:13:30,1226,mobile,categories/tag/app,organic
sess_7471,user_9,2024-10-15T19:29:14,2024-10-15T21:10:35,6081,mobile,category/wp-content/tag,
sess_7472,user_167,2025-08-03T11:03:08,2025-08-03T12:00:22,3434,mobile,categories/explore/wp-content,email
sess_7473,user_239,2024-02-11T11:10:26,2024-02-11T11:55:14,2688,mobile,search/posts,fb_ads
sess_7474,user_594,2025-03-30T01:11:05,2025-03-30T01:59:52,2927,mobile,tag/search,email
sess_7475,user_993,2025-03-29T02:30:43,2025-03-29T03:40:35,4192,desktop,category,fb_ads
sess_7476,user_34,2025-08-08T08:25:00,2025-08-08T10:50:16,8716,mobile,wp-content/category/tags,
sess_7477,user_470,2024-03-04T10:05:06,2024-03-04T11:39:38,5672,mobile,category/tag/categories,fb_ads
sess_7478,user_390,2024-03-07T22:06:51,2024-03-08T01:00:09,10398,mobile,tag,fb_ads
sess_7479,user_59,2025-04-24T00:47:15,2025-04-24T02:01:20,4445,mobile,search,google
sess_7480,user_1000,2024-08-11T03:57:25,2024-08-11T05:36:47,5962,mobile,explore,organic
sess_7481,user_748,2024-09-30T00:46:11,2024-09-30T01:55:50,4179,tablet,tags/list,
sess_7482,user_605,2024-04-02T03:41:47,2024-04-02T04:01:35,1188,mobile,wp-content/tag,fb_ads
sess_7483,user_987,2025-04-07T17:06:23,2025-04-07T17:44:37,2294,desktop,category/category,organic
sess_7484,user_869,2024-12-31T01:59:05,2024-12-31T03:52:36,6811,mobile,list/explore,
sess_7485,user_644,2024-10-20T09:35:09,2024-10-20T09:51:54,1005,mobile,posts/app/categories,google
sess_7486,user_384,2025-09-09T23:05:42,2025-09-10T00:41:05,5723,mobile,search/search,google
sess_7487,user_830,2025-03-03T03:29:31,2025-03-03T06:28:42,10751,mobile,category/posts,google
sess_7488,user_968,2024-08-04T15:22:07,2024-08-04T17:43:11,8464,mobile,category,organic
sess_7489,user_153,2025-09-21T21:44:12,2025-09-22T00:30:28,9976,mobile,list/main/list,
sess_7490,user_472,2025-01-24T00:47:13,2025-01-24T03:20:15,9182,mobile,explore/list/search,fb_ads
sess_7491,user_423,2025-09-15T05:17:57,2025-09-15T05:39:39,1302,mobile,tags,google
sess_7492,user_78,2025-02-16T11:48:37,2025-02-16T11:50:20,103,desktop,posts/wp-content/blog,
sess_7493,user_602,2025-05-23T03:18:46,2025-05-23T05:32:15,8009,mobile,explore/tag/search,email
sess_7494,user_367,2025-04-12T22:03:36,2025-04-13T00:37:25,9229,mobile,wp-content/main/list,
sess_7495,user_153,2024-09-03T03:35:00,2024-09-03T05:36:22,7282,mobile,tag/app/posts,fb_ads
sess_7496,user_529,2024-07-28T07:48:29,2024-07-28T09:45:50,7041,desktop,categories/posts/tags,organic
sess_7497,user_246,2024-10-19T16:30:11,2024-10-19T18:53:36,8605,tablet,posts,google
sess_7498,user_115,2025-01-27T06:01:51,2025-01-27T07:42:59,6068,mobile,blog/main,fb_ads
sess_7499,user_884,2024-11-18T20:47:54,2024-11-18T21:06:22,1108,tablet,tag/tags,fb_ads
sess_7500,user_148,2025-09-08T14:08:41,2025-09-08T14:15:02,381,desktop,wp-content/search,
sess_7501,user_757,2024-03-10T02:51:13,2024-03-10T05:26:32,9319,tablet,posts/app,
sess_7502,user_48,2024-08-24T01:54:33,2024-08-24T04:02:05,7652,desktop,app,organic
sess_7503,user_619,2024-01-01T11:43:00,2024-01-01T12:27:53,2693,mobile,tags,fb_ads
sess_7504,user_913,2025-09-20T16:28:45,2025-09-20T16:49:05,1220,desktop,list/main,fb_ads
sess_7505,user_385,2024-12-07T14:42:01,2024-12-07T14:54:14,733,desktop,explore/list,google
sess_7506,user_878,2025-01-02T22:41:29,2025-01-02T23:42:35,3666,mobile,explore,
sess_7507,user_41,2024-07-06T20:22:23,2024-07-06T20:27:11,288,mobile,main,fb_ads
sess_7508,user_456,2024-10-10T15:51:24,2024-10-10T17:15:09,5025,mobile,wp-content/blog,google
sess_7509,user_692,2025-05-11T22:02:45,2025-05-11T22:35:08,1943,mobile,main/tags,organic
sess_7510,user_716,2024-09-09T17:04:08,2024-09-09T17:41:56,2268,mobile,app/explore,google
sess_7511,user_941,2024-10-09T07:18:25,2024-10-09T09:26:52,7707,mobile,category/list,organic
sess_7512,user_794,2025-09-12T02:04:21,2025-09-12T02:23:11,1130,mobile,blog,email
sess_7513,user_652,2024-11-21T22:10:48,2024-11-22T00:15:29,7481,mobile,tags/posts/main,email
sess_7514,user_584,2025-03-13T18:36:56,2025-03-13T19:04:43,1667,mobile,list/tag/category,organic
sess_7515,user_144,2024-12-11T23:19:19,2024-12-12T02:08:38,10159,mobile,main/posts/categories,
sess_7516,user_389,2024-12-23T04:00:39,2024-12-23T06:13:15,7956,mobile,category/explore,organic
sess_7517,user_220,2024-05-27T18:46:01,2024-05-27T21:04:33,8312,desktop,posts,google
sess_7518,user_622,2025-09-25T14:05:42,2025-09-25T15:56:11,6629,tablet,wp-content,organic
sess_7519,user_570,2025-03-14T23:46:23,2025-03-15T01:06:33,4810,mobile,posts/tag,
sess_7520,user_943,2024-10-22T13:46:47,2024-10-22T16:06:51,8404,desktop,app,google
sess_7521,user_505,2024-01-19T04:58:49,2024-01-19T06:19:06,4817,mobile,wp-content/tags,organic
sess_7522,user_399,2025-08-24T12:31:13,2025-08-24T14:57:33,8780,mobile,search,
sess_7523,user_834,2024-02-19T11:07:33,2024-02-19T12:44:19,5806,desktop,search/wp-content,fb_ads
sess_7524,user_428,2024-01-21T11:50:57,2024-01-21T14:28:17,9440,mobile,app,google
sess_7525,user_4,2024-07-16T11:51:00,2024-07-16T14:50:51,10791,desktop,list/search/explore,email
sess_7526,user_436,2024-06-25T21:18:24,2024-06-26T00:06:00,10056,tablet,tag/search/search,
sess_7527,user_971,2025-04-11T04:35:41,2025-04-11T04:46:04,623,mobile,categories/blog,organic
sess_7528,user_758,2025-07-21T16:12:43,2025-07-21T17:53:40,6057,mobile,explore,fb_ads
sess_7529,user_532,2025-03-21T09:31:19,2025-03-21T12:22:22,10263,mobile,app,google
sess_7530,user_611,2024-10-05T14:14:40,2024-10-05T16:05:52,6672,mobile,explore,email
sess_7531,user_240,2025-03-17T08:26:08,2025-03-17T10:09:57,6229,desktop,tags,organic
sess_7532,user_297,2025-05-30T17:39:53,2025-05-30T19:27:35,6462,desktop,app/wp-content/category,
sess_7533,user_566,2024-04-02T23:57:19,2024-04-03T02:02:37,7518,mobile,main,google
sess_7534,user_998,2024-05-05T07:45:14,2024-05-05T08:14:43,1769,mobile,tags/app/blog,
sess_7535,user_555,2024-06-27T11:25:01,2024-06-27T14:07:00,9719,desktop,search/search,google
sess_7536,user_237,2024-03-12T23:00:28,2024-03-13T00:08:11,4063,mobile,category,fb_ads
sess_7537,user_336,2024-03-10T03:28:21,2024-03-10T05:14:09,6348,mobile,explore,organic
sess_7538,user_710,2024-06-24T23:30:11,2024-06-24T23:45:26,915,mobile,wp-content/wp-content/categories,
sess_7539,user_850,2024-03-07T01:07:32,2024-03-07T02:12:54,3922,mobile,category,organic
sess_7540,user_592,2025-07-21T17:19:52,2025-07-21T20:19:23,10771,mobile,tag,google
sess_7541,user_612,2024-03-21T18:16:11,2024-03-21T19:20:13,3842,mobile,search/categories,email
sess_7542,user_1000,2025-08-19T02:22:13,2025-08-19T04:37:09,8096,mobile,categories/category,
sess_7543,user_355,2025-07-05T17:05:19,2025-07-05T17:36:26,1867,desktop,app/tags/app,email
sess_7544,user_591,2024-08-29T16:27:49,2024-08-29T16:53:11,1522,mobile,list/posts,email
sess_7545,user_376,2024-04-01T11:36:14,2024-04-01T13:16:10,5996,mobile,explore/category/list,email
sess_7546,user_113,2024-02-11T20:25:07,2024-02-11T21:26:06,3659,mobile,posts/app,organic
sess_7547,user_761,2024-07-16T14:01:19,2024-07-16T14:46:10,2691,mobile,tag,email
sess_7548,user_297,2025-04-07T11:57:20,2025-04-07T14:21:04,8624,mobile,blog/blog,
sess_7549,user_938,2024-02-17T20:35:01,2024-02-17T20:50:34,933,mobile,category/categories,fb_ads
sess_7550,user_741,2025-08-18T23:26:02,2025-08-18T23:42:26,984,desktop,app,email
sess_7551,user_685,2024-09-21T21:23:32,2024-09-21T22:13:46,3014,desktop,explore/category,email
sess_7552,user_172,2024-04-16T21:59:36,2024-04-16T22:38:13,2317,mobile,list,fb_ads
sess_7553,user_872,2024-07-06T10:12:56,2024-07-06T12:42:29,8973,mobile,tag/list,google
sess_7554,user_244,2024-11-28T23:56:43,2024-11-29T01:00:16,3813,mobile,category,email
sess_7555,user_224,2024-11-28T06:13:27,2024-11-28T07:29:57,4590,mobile,category,organic
sess_7556,user_523,2025-02-06T05:42:03,2025-02-06T08:13:10,9067,desktop,wp-content/app,
sess_7557,user_845,2024-04-06T14:08:46,2024-04-06T15:09:55,3669,mobile,list/tag,organic
sess_7558,user_300,2025-08-19T20:12:18,2025-08-19T22:13:39,7281,mobile,main/app,fb_ads
sess_7559,user_120,2024-02-04T11:23:31,2024-02-04T13:40:57,8246,desktop,main/list,google
sess_7560,user_814,2024-11-05T15:15:15,2024-11-05T16:45:19,5404,mobile,blog,fb_ads
sess_7561,user_413,2025-04-03T21:36:48,2025-04-03T23:29:53,6785,tablet,explore/search/tag,
sess_7562,user_669,2024-03-25T00:48:26,2024-03-25T02:37:00,6514,mobile,category/main,organic
sess_7563,user_361,2025-06-26T02:13:23,2025-06-26T02:40:58,1655,mobile,search,email
sess_7564,user_922,2024-12-15T08:37:25,2024-12-15T08:37:58,33,mobile,tag,email
sess_7565,user_898,2025-08-14T06:26:16,2025-08-14T09:07:52,9696,mobile,tags/search,fb_ads
sess_7566,user_166,2025-05-11T21:16:03,2025-05-12T00:05:00,10137,mobile,category/category,email
sess_7567,user_897,2024-06-08T20:35:54,2024-06-08T22:39:00,7386,mobile,search,fb_ads
sess_7568,user_438,2024-08-14T22:17:06,2024-08-14T23:38:42,4896,mobile,search,
sess_7569,user_252,2025-07-17T06:25:55,2025-07-17T08:16:27,6632,mobile,posts/blog/categories,organic
sess_7570,user_949,2024-07-22T20:15:40,2024-07-22T21:11:44,3364,desktop,tags/search/main,fb_ads
sess_7571,user_546,2025-04-20T03:01:40,2025-04-20T05:24:58,8598,mobile,list/tag/explore,google
sess_7572,user_930,2024-06-29T01:44:48,2024-06-29T04:30:58,9970,mobile,main/posts/app,organic
sess_7573,user_481,2025-02-08T12:15:06,2025-02-08T14:42:47,8861,tablet,app/explore/list,organic
sess_7574,user_715,2024-12-15T01:55:39,2024-12-15T02:05:03,564,tablet,posts,
sess_7575,user_567,2024-05-28T12:17:58,2024-05-28T13:41:18,5000,mobile,category/list,google
sess_7576,user_229,2024-11-05T08:37:04,2024-11-05T10:36:10,7146,mobile,posts,email
sess_7577,user_288,2024-07-28T19:31:54,2024-07-28T20:17:41,2747,desktop,wp-content/app/search,
sess_7578,user_35,2024-04-04T00:25:45,2024-04-04T01:47:36,4911,mobile,tags/posts,email
sess_7579,user_354,2025-03-18T06:27:29,2025-03-18T09:13:19,9950,desktop,posts,
sess_7580,user_706,2024-04-21T22:41:07,2024-04-21T23:23:39,2552,mobile,list/category/wp-content,organic
sess_7581,user_425,2024-09-09T07:32:24,2024-09-09T09:45:28,7984,mobile,wp-content,google
sess_7582,user_646,2025-08-28T15:11:41,2025-08-28T17:40:25,8924,desktop,tag/main,fb_ads
sess_7583,user_420,2025-08-14T04:48:07,2025-08-14T04:59:52,705,mobile,blog/posts,email
sess_7584,user_880,2024-06-12T00:27:52,2024-06-12T01:19:28,3096,tablet,search,google
sess_7585,user_24,2024-04-09T15:18:13,2024-04-09T16:47:32,5359,mobile,list/tag,google
sess_7586,user_290,2024-06-05T07:42:12,2024-06-05T10:14:17,9125,mobile,explore/list,organic
sess_7587,user_688,2025-05-14T03:02:42,2025-05-14T04:54:41,6719,mobile,tags,fb_ads
